0;admin;277984961
1;27ix03;251901767
2;admin;268826164
3;27ix03;254451560
4;admin;267058187
5;27ix03;252456244
6;admin;267826919
7;27ix03;253899285
8;admin;267832279
9;27ix03;251961506
10;admin;272735795
11;27ix03;249324264
12;admin;265454585
13;27ix03;255949909
14;admin;272947127
15;27ix03;252164784
16;admin;268480551
17;27ix03;253873555
18;admin;274866074
19;27ix03;254971826
20;admin;269622858
21;27ix03;250509818
22;admin;271479180
23;27ix03;254015795
24;admin;266854897
25;27ix03;254795397
26;admin;278180418
27;27ix03;253362025
28;admin;267845142
29;27ix03;254375737
30;admin;270716259
31;27ix03;251440728
32;admin;265808102
33;27ix03;254190626
34;admin;756399389
35;27ix03;255509236
36;admin;267674572
37;27ix03;255869348
38;admin;267694400
39;27ix03;253642087
40;admin;269158375
41;27ix03;254617192
42;admin;266841945
43;27ix03;253311271
44;admin;267462725
45;27ix03;255373682
46;admin;269165957
47;27ix03;254173343
48;admin;268482659
49;27ix03;255270549
50;admin;272473567
51;27ix03;250040563
52;admin;266605756
53;27ix03;252751055
54;admin;269243901
55;27ix03;254074664
56;admin;266201323
57;27ix03;255639672
58;admin;270849091
59;27ix03;254159007
60;admin;271331697
61;27ix03;255606541
62;admin;287268932
63;27ix03;254770205
64;admin;265929474
65;27ix03;266190946
66;admin;267940339
67;27ix03;256273622
68;admin;266622217
69;27ix03;262386097
70;admin;272962198
71;27ix03;253276953
72;admin;264829854
73;27ix03;251520385
74;admin;267515190
75;27ix03;259150954
76;admin;265468710
77;27ix03;306966301
78;admin;268033609
79;27ix03;307736555
80;admin;269889667
81;27ix03;254818063
82;admin;264448450
83;27ix03;253971890
84;admin;269388574
85;27ix03;255525023
86;admin;270037614
87;27ix03;253473423
88;admin;269330957
89;27ix03;254870566
90;admin;300822443
91;27ix03;250529889
92;admin;265543216
93;27ix03;255244711
94;admin;268775306
95;27ix03;255700063
96;admin;268456613
97;27ix03;253590806
98;admin;272703570
99;27ix03;256444548
100;admin;270039255
101;27ix03;252884253
102;admin;267921049
103;27ix03;256523151
104;admin;268264276
105;27ix03;254645263
106;admin;270514135
107;27ix03;255290561
108;admin;266244361
109;27ix03;255914162
110;admin;272969098
111;27ix03;252466305
112;admin;269854698
113;27ix03;254517950
114;admin;268137758
115;27ix03;252494084
116;admin;273319912
117;27ix03;253422106
118;admin;269597951
119;27ix03;255969410
120;admin;275606281
121;27ix03;249780497
122;admin;267621610
123;27ix03;254498714
124;admin;274065949
125;27ix03;253393537
126;admin;273665313
127;27ix03;257548778
128;admin;266960482
129;27ix03;257331504
130;admin;287407987
131;27ix03;252971027
132;admin;264529175
133;27ix03;262549569
134;admin;301877277
135;27ix03;257497188
136;admin;270817892
137;27ix03;256816262
138;admin;270558627
139;27ix03;256964051
140;admin;273221502
141;27ix03;256823638
142;admin;280458390
143;27ix03;256200149
144;admin;268310571
145;27ix03;255668713
146;admin;268316384
147;27ix03;254368473
148;admin;268557398
149;27ix03;254023600
150;admin;271236565
151;27ix03;252316410
152;admin;267441370
153;27ix03;254980061
154;admin;269564915
155;27ix03;253116811
156;admin;266806709
157;27ix03;252701226
158;admin;270384929
159;27ix03;253489612
160;admin;270697183
161;27ix03;250644373
162;admin;267225244
163;27ix03;253219025
164;admin;265662049
165;27ix03;252813549
166;admin;271105343
167;27ix03;255505351
168;admin;267601516
169;27ix03;255203438
170;admin;276223208
171;27ix03;307537876
172;admin;266308970
173;27ix03;308241612
174;admin;287532064
175;27ix03;253126863
176;admin;267353130
177;27ix03;253690344
178;admin;269295537
179;27ix03;255557451
180;admin;269670225
181;27ix03;253111674
182;admin;266380646
183;27ix03;254703591
184;admin;266916502
185;27ix03;253932727
186;admin;269374447
187;27ix03;255420252
188;admin;266630456
189;27ix03;254072162
190;admin;274203052
191;27ix03;251852460
192;admin;265172193
193;27ix03;255012614
194;admin;268215335
195;27ix03;254344605
196;admin;267023949
197;27ix03;254229838
198;admin;273094275
199;27ix03;257706584
200;admin;269176009
201;27ix03;251991620
202;admin;266720593
203;27ix03;254922085
204;admin;267771622
205;27ix03;254230156
206;admin;271903312
207;27ix03;253703547
208;admin;270092849
209;27ix03;256071697
210;admin;272195105
211;27ix03;250615096
212;admin;266034267
213;27ix03;255074201
214;admin;719386313
215;27ix03;255499063
216;admin;267340971
217;27ix03;255578105
218;admin;269266340
219;27ix03;253410296
220;admin;269927916
221;27ix03;251874773
222;admin;266599522
223;27ix03;253704138
224;admin;266027467
225;27ix03;252459015
226;admin;268263745
227;27ix03;253472124
228;admin;266170496
229;27ix03;255146766
230;admin;272500486
231;27ix03;254247884
232;admin;266049531
233;27ix03;254778529
234;admin;269815833
235;27ix03;251846339
236;admin;269019102
237;27ix03;254063902
238;admin;268269490
239;27ix03;253391648
240;admin;269341783
241;27ix03;252963184
242;admin;266867308
243;27ix03;255023919
244;admin;267514585
245;27ix03;254213598
246;admin;265859066
247;27ix03;255672742
248;admin;266503394
249;27ix03;256059580
250;admin;273161763
251;27ix03;250130461
252;admin;390536417
253;27ix03;255476792
254;admin;275554727
255;27ix03;254493084
256;admin;266437125
257;27ix03;260106904
258;admin;268557464
259;27ix03;254661208
260;admin;270489840
261;27ix03;253997541
262;admin;266675247
263;27ix03;255400844
264;admin;356755975
265;27ix03;253939984
266;admin;307754025
267;27ix03;255446554
268;admin;266245079
269;27ix03;256423858
270;admin;271386927
271;27ix03;250357253
272;admin;265263576
273;27ix03;253224468
274;admin;268939114
275;27ix03;255070852
276;admin;265795455
277;27ix03;253079554
278;admin;271763801
279;27ix03;254938184
280;admin;267658222
281;27ix03;249556513
282;admin;268161314
283;27ix03;254774284
284;admin;266394151
285;27ix03;254286414
286;admin;269183954
287;27ix03;253571141
288;admin;265593975
289;27ix03;253951188
290;admin;271497018
291;27ix03;251208720
292;admin;267046371
293;27ix03;254345100
294;admin;269790843
295;27ix03;253473638
296;admin;267290311
297;27ix03;255655890
298;admin;269703086
299;27ix03;255774880
300;admin;274429134
301;27ix03;253198486
302;admin;267153928
303;27ix03;255566377
304;admin;271049570
305;27ix03;253423376
306;admin;269668755
307;27ix03;254120725
308;admin;273327370
309;27ix03;255010892
310;admin;273450153
311;27ix03;255506427
312;admin;266760366
313;27ix03;254874043
314;admin;268768621
315;27ix03;254800221
316;admin;266960543
317;27ix03;254488962
318;admin;269493205
319;27ix03;254675455
320;admin;272128502
321;27ix03;251893465
322;admin;265054462
323;27ix03;254562855
324;admin;265625753
325;27ix03;254566652
326;admin;269535071
327;27ix03;254330462
328;admin;269376448
329;27ix03;253279774
330;admin;272956494
331;27ix03;252538321
332;admin;263690530
333;27ix03;256542658
334;admin;713496774
335;27ix03;259452792
336;admin;267946080
337;27ix03;255112026
338;admin;269243638
339;27ix03;259514134
340;admin;271791013
341;27ix03;251796696
342;admin;267146499
343;27ix03;254945923
344;admin;268934067
345;27ix03;253089617
346;admin;268944171
347;27ix03;254051061
348;admin;267547619
349;27ix03;255324585
350;admin;271831312
351;27ix03;251628325
352;admin;265868607
353;27ix03;253748816
354;admin;268409169
355;27ix03;253449453
356;admin;269492880
357;27ix03;253534441
358;admin;269144275
359;27ix03;256319194
360;admin;308753759
361;27ix03;252195973
362;admin;268144900
363;27ix03;258743263
364;admin;267320447
365;27ix03;254779986
366;admin;269636359
367;27ix03;252547468
368;admin;269624529
369;27ix03;254527995
370;admin;275949138
371;27ix03;252438915
372;admin;265544502
373;27ix03;257070287
374;admin;350113048
375;27ix03;255480240
376;admin;266595527
377;27ix03;255356463
378;admin;271454711
379;27ix03;253587980
380;admin;269739829
381;27ix03;254700242
382;admin;268356163
383;27ix03;253462631
384;admin;270226706
385;27ix03;254448419
386;admin;269618620
387;27ix03;258104652
388;admin;266945416
389;27ix03;255363859
390;admin;271933470
391;27ix03;251839685
392;admin;264480147
393;27ix03;255152532
394;admin;268771688
395;27ix03;254309753
396;admin;267033475
397;27ix03;254942966
398;admin;269809742
399;27ix03;255426264
400;admin;273701288
401;27ix03;261061629
402;admin;268002037
403;27ix03;254556952
404;admin;268727647
405;27ix03;253710610
406;admin;269157406
407;27ix03;257432176
408;admin;271481361
409;27ix03;252488017
410;admin;272598289
411;27ix03;252353097
412;admin;266594669
413;27ix03;256276000
414;admin;269146778
415;27ix03;252850749
416;admin;266940002
417;27ix03;254858154
418;admin;270422034
419;27ix03;254867200
420;admin;269406404
421;27ix03;252594849
422;admin;266257760
423;27ix03;254199617
424;admin;266888580
425;27ix03;254352552
426;admin;270381547
427;27ix03;256580867
428;admin;278865221
